exportador_anon;cnpj_anon;porte_do_exportador;descricao_da_operacao;uf;pais_destino_das_exportacoes;numero_da_operacao_anon;data_da_contratacao;moeda_sigla;fonte_de_recursos_desembolsos;custo_financeiro;setor_subsetor_de_atividade;area_operacional;modalidade_de_apoio;forma_de_apoio;produto;modalidade_operacional;mutuario;categoria;situacao_da_operacao;tipo_de_garantia
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX03;2023-01-06;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_217;36bfcdd1f4830852eedfc7122910389630d60e98ed6b782108b33a57b2c5f0e3;MÉDIA;Exportação de bens;RS;PARAGUAI;67XXXXXXXX09;2023-01-09;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX01;2023-01-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_165;0221e5dfcfacbc75d0d7342c74a9ede705a300cb1e3f496b3c448d16c57fc42a;GRANDE;Exportação de bens;SC;EQUADOR;69XXXXXXXX01;2023-01-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ESTADOS UNIDOS;67XXX76;2023-01-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_174;bb7f8866575abe4feb2993d9d8ce1026d08c060dcd568aea79676ca40ce490e4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX05;2023-01-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE MINERAIS NAO-METALICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;68XXXXXXXX01;2023-01-19;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;68XXXXXXXX01;2023-01-23;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_114;7635e8308a8a251e9a654eaf5137af76df94b9bc07872bd227fcfb3ae20f6c7a;GRANDE;Exportação de bens;RS;PARAGUAI;68XXXXXXXX01;2023-01-25;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;CHILE;68XXXXXXXX01;2023-01-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX04;2023-01-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_174;bb7f8866575abe4feb2993d9d8ce1026d08c060dcd568aea79676ca40ce490e4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX06;2023-01-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE MINERAIS NAO-METALICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_174;bb7f8866575abe4feb2993d9d8ce1026d08c060dcd568aea79676ca40ce490e4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX07;2023-01-30;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE MINERAIS NAO-METALICOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX01;2023-02-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX01;2023-02-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_35;82da04afb5927d844032d6cd61a711ec958a8835accd2692d1ad2e1424c1a8cb;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX01;2023-02-10;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_35;82da04afb5927d844032d6cd61a711ec958a8835accd2692d1ad2e1424c1a8cb;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX02;2023-02-14;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_218;645906069e4ad2d0d05d8c54c920bc9885cfae64e9e9ed50d80d2eeac52c5130;GRANDE;Exportação de bens;RS;PARAGUAI;66XXXXXXXX13;2023-02-15;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ESTADOS UNIDOS;67XXX76;2023-02-15;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_35;82da04afb5927d844032d6cd61a711ec958a8835accd2692d1ad2e1424c1a8cb;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX01;2023-02-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;68XXXXXXXX01;2023-02-22;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX01;2023-02-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_165;0221e5dfcfacbc75d0d7342c74a9ede705a300cb1e3f496b3c448d16c57fc42a;GRANDE;Exportação de bens;SC;EQUADOR;69XXXXXXXX01;2023-03-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_4;61160e39714e2f1dbb63e0d278f6c086cd5a9e2e6f9849a4dbacd037ae672384;GRANDE;Exportação de bens;PR;EQUADOR;67XXXXXXXX01;2023-03-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_4;61160e39714e2f1dbb63e0d278f6c086cd5a9e2e6f9849a4dbacd037ae672384;GRANDE;Exportação de bens;PR;EQUADOR;67XXXXXXXX01;2023-03-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX01;2023-03-13;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_88;ec551c55a5e52c0792382ad30e9c1e6d5c9f9a70e9917345dd05412079de5472;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX01;2023-03-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_106;7d12182733814e6c81e685a681246aa79c0247e155663bd720f123adb5212ae8;GRANDE;Exportação de bens;SP;NICARAGUA;69XXXXXXXX01;2023-03-16;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;CHILE;68XXXXXXXX02;2023-03-17;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;68XXXXXXXX01;2023-03-20;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX01;2023-03-20;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_35;82da04afb5927d844032d6cd61a711ec958a8835accd2692d1ad2e1424c1a8cb;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX03;2023-03-23;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;MÉDIA;Exportação de bens;PR;COSTA RICA;68XXXXXXXX01;2023-03-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX02;2023-03-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX02;2023-03-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX03;2023-03-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX02;2023-03-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX03;2023-03-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_60;555fbb8a1a189afcc5bd6e7a836a519a1610d9a3cff6e46d8d6ad628c52e919b;GRANDE;Exportação de bens;MG;PARAGUAI;69XXXXXXXX01;2023-03-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_1;ca525e7a49e512c307fee61f4254efeb5883115cff255e203525a54b3946e365;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX02;2023-03-28;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;68XXXXXXXX04;2023-03-29;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_35;82da04afb5927d844032d6cd61a711ec958a8835accd2692d1ad2e1424c1a8cb;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX04;2023-04-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_165;0221e5dfcfacbc75d0d7342c74a9ede705a300cb1e3f496b3c448d16c57fc42a;GRANDE;Exportação de bens;SC;PARAGUAI;69XXXXXXXX01;2023-04-18;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_82;24b6738c7552d66af666fa05a9e8efb8891e128300beaad84f938a85e0714f2e;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX01;2023-04-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_28;7fca4ea1e2dc9908e97950474bd4ea7cd215a505c13a7b36b1656fdb434fa3c5;GRANDE;Exportação de bens;RS;ESTADOS UNIDOS;66XXX72;2023-04-24;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_220;541f904bfdb7d757486859230ccd7e2805f1b18a8921aa6f478316b1954fabb8;GRANDE;Exportação de bens;RS;EQUADOR;69XXXXXXXX01;2023-04-26;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;EQUADOR;69XXXXXXXX01;2023-04-27;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_156;3b8a86d39217e1d4484c77106553256b103ebfe9aa5a62f358600e05b9ff1cc4;GRANDE;Exportação de bens;SP;PARAGUAI;69XXXXXXXX01;2023-05-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
Exportador_136;e39c6787e5db931a5b0ace836125fc6b27dfc8d15bbbdcedc087ca8defe761e4;GRANDE;Exportação de bens;SC;EQUADOR;69XXXXXXXX01;2023-05-08;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE - EXIM AUTOMÁTICO;Supplier;Ente privado;Bens de capital e demais operações;LIQUIDADA;Pessoal
Exportador_43;3dc95d8b21eb69680735825d3bb30dab6afd80e48083a49e4319da311cfdc182;GRANDE;Exportação de bens;SP;ESTADOS UNIDOS;67XXX76;2023-05-11;US$ COMPRA;FAT CAMBIAL;Taxa de juros em moeda estrangeira;INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS;AREA DE COMÉRCIO EXTERIOR;Reembolsável;Direta;BNDES EXIM PÓS-EMBARQUE;Supplier;Ente privado;Bens de capital e demais operações;ATIVA;Pessoal
